filename,min,max
BabyElephantWalk60.csv,0.0,0.0
CantinaBand3.csv,-1769472.0,458752.0
CantinaBand60.csv,-1769472.0,458752.0
Fanfare60.csv,0.0,0.0
gettysburg.csv,-2818048.0,5767168.0
gettysburg10.csv,-2818048.0,5767168.0
ImperialMarch60.csv,-393216.0,720896.0
StarWars3.csv,0.0,0.0
taunt.csv,-2139095040.0,2139095040.0
